"FLG_RELATO_TORTURA","SIG_UF_ORIGEM_AUDIENCIA","DSC_TIPO_PENAL","ANO","MES","NUM_AUDIENCIAS"
S,PI,ROUBO AGRAVADO,2023,3,6
N,,"COLABORAR, COMO INFORMANTE DOS CRIMES PREVISTOS NOS ARTS. 33, CAPUT E  1°, E 34 DESTA LEI",2023,3,10
N,PE,PERTURBACAO DO TRABALHO OU SOSSEGO ALHEIO,2022,10,1
N,SC,ESTUPRO DE VULNERAVEL,2023,3,5
S,PR,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR,2023,2,2
S,MA,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2023,2,2
N,AP,DROGAS PARA O CONSUMO PESSOAL,,,1
S,SC,ABANDONO DE INCAPAZ,2023,2,2
S,AP,DESACATO,2023,2,1
N,MS,FORNECER PRODUTOS  DE DEPENDENCIA FISICA/QUIMICA,2023,3,1
N,PE,"SUPRIMIR, ALTERAR QQ SINAL IDENTIFICADOR DE ARMA DE FOGO",,,1
N,TO,RECEPTACAO,2023,3,4
N,RO,LESAO CORPORAL SEGUIDA DE MORTE,2023,2,1
N,PR,FAVORECIMENTO REAL,2023,3,1
N,AL,DESOBEDIENCIA,2023,2,3
N,MT,PRATICAR LESAO CORPORAL CULPOSA NA DIRECAO DE VEICULO AUTOMOTOR,2023,2,1
N,PR,ROUBO,2023,3,9
N,PI,DANO,2023,3,6
N,PI,ROUBO COM RESULTADO DE MORTE,2023,3,1
S,RS,RESISTENCIA,2023,3,3
N,TO,DIRIGIR VEICULO SEM CNH,2023,2,1
N,AC,"PROMOVER, CONSTITUIR, FINANCIAR OU INTEGRAR, PESSOALMENTE OU POR INTERPOSTA PESSOA, ORGANIZAÇAO CRIMINOSA",2023,1,7
N,,DROGAS PARA O CONSUMO PESSOAL,1981,11,1
S,PE,"POSSE IRREGULAR DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2023,2,1
N,SE,EMBRIAGUEZ,2023,3,2
N,MS,FURTO DE COISA COMUM,2023,3,2
N,RO,PRATICAR LESAO CORPORAL CULPOSA NA DIRECAO DE VEICULO AUTOMOTOR,2023,2,1
N,MA,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2023,2,6
N,PE,CRIME MILITAR - DESOBEDIENCIA,2023,2,1
S,PA,ROUBO,2023,3,2
S,CE,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2023,3,4
N,SP,USURPACAO DE FUNCAO PUBLICA,2023,3,1
N,RS,"CP, ART 214: ATENTADO VIOLENTO AO PUDOR  (REVOGADO PELA LEI Nº 12.015, DE 2009), PENA - RECLUSÃO, DE SEIS A DEZ ANOS., RECLUSÃO: 7 ANOS E 6 MESES, C/C ART 224, ALÍNEAS A",,,2
N,MS,FALSA IDENTIDADE,2023,2,3
N,PE,PERTURBACAO DO TRABALHO OU SOSSEGO ALHEIO,2023,3,1
N,AM,CRIME MILITAR - HOMICIDIO QUALIFICADO,2023,3,1
N,GO,DEPOSITO/USO SUBSTANCIA TOXICA S/ LICENCA,2023,2,1
N,DF,DENUNCIA CALUNIOSA,,,1
N,SE,SEQUESTRO E CARCERE PRIVADO,2023,3,2
S,CE,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2023,3,2
S,MG,HOMICIDIO CULPOSO,2010,3,1
N,GO,HOMICIDIO CULPOSO,2023,2,1
N,MS,VIAS DE FATO,2023,3,3
N,MG,NAO POSSUIR PERMISSAO OU CNH,2023,3,1
N,RS,"CP, ART 334: CONTRABANDO OU DESCAMINHO",2022,3,1
N,SP,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2021,6,2
N,RN,AMEACA,2023,3,4
S,SP,DESACATO,2023,3,5
N,RO,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2023,2,3
S,RN,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2021,12,1
S,TO,DANO,2023,2,3
N,RS,VIOLACAO DE DOMICILIO,2023,3,3
S,,HOMICIDIO QUALIFICADO,2023,2,1
N,SP,DANO,2011,5,1
N,PR,DESCUMPRIMENTO DE MEDIDAS PROTETIVAS DE URGÊNCIA,2019,3,1
N,MS,LESAO CORPORAL DE NATUREZA GRAVE,,,1
N,TO,TRAFEGAR EM VELOCIDADE INCOMPATIVEL GERANDO PERIGO DE DANO,2023,2,1
N,ES,DANO,2023,2,2
N,SE,DESACATO,2023,3,1
N,PE,CONTRABANDO OU DESCAMINHO,2023,3,1
N,AL,HOMICIDIO QUALIFICADO,2017,7,1
N,GO,ROUBO AGRAVADO,2022,2,2
N,,LESAO CORPORAL CULPOSA,2023,2,1
N,MS,FALSIDADE IDEOLOGICA,,,1
N,AL,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2023,3,3
S,SC,RECEPTACAO,2023,3,1
S,PR,HOMICIDIO QUALIFICADO,,,1
N,,"CP, ART 334: CONTRABANDO OU DESCAMINHO",2023,3,1
N,RN,FALSIFICACAO DO SINAL EMPREGADO,2023,2,1
N,,RECUSA DE DADOS SOBRE A SUA IDENTIDADE,2023,2,1
N,BA,IMPORTUNAÇÃO SEXUAL,2023,3,1
S,MT,DIRIGIR VEICULO SEM CNH,,,1
N,,FABRICAR/COMERCIALIZAR/DISTRIBUIR/VEICULAR PARA FINS NAZISMO,2023,3,1
N,DF,ESTUPRO DE VULNERAVEL,2023,2,1
N,,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",1991,5,1
N,MT,ROUBO AGRAVADO,2023,3,1
N,MS,FALSA IDENTIDADE,2023,3,1
N,PI,FURTO SIMPLES,2023,3,2
N,TO,ESTELIONATO,2023,2,1
N,DF,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2023,2,2
N,CE,CORRUPCAO ATIVA,2023,3,2
S,SP,FURTO QUALIFICADO,1990,9,1
S,PB,DANO QUALIFICADO,2023,3,1
S,SC,CRIME MILITAR - AMEACA,2023,2,1
N,AL,DIRIGIR VEICULO SEM CNH,2023,3,1
N,PE,DANO QUALIFICADO,2023,3,1
N,TO,IMPORTUNAÇÃO SEXUAL,2023,2,2
N,AC,FURTO SIMPLES,2023,2,3
N,AC,RECEPTACAO,2023,2,3
S,MG,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",2023,3,1
N,SP,ABANDONO MATERIAL,2023,2,1
N,SE,ESTUPRO DE VULNERAVEL,2023,2,3
N,PE,"CP, ART 329: RESISTÊNCIA",2023,3,1
N,CE,"CONSTITUI ATO DE IMPROBIDADE ADMINISTRATIVA QUE CAUSA LESAO AO ERÁRIO QUALQUER AÇAO OU OMISSAO, DOLOSA OU CULPOSA, QUE ENSEJE PERDA PATRIMONIAL, DESVIO, APROPRIAÇAO, MALBARATAMENTO OU DILAPIDAÇAO DOS BENS OU HAVERES DAS ENTIDADES REFERIDAS NO ART. 1O DESTA LEI, E NOTADAMENTE",2023,3,1
N,SP,PRATICAR HOMICIDIO CULPOSO NA DIRECAO DE VEICULO AUTOMOTOR,2023,3,1
S,MS,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR,2023,3,1
N,BA,USO DE DOCUMENTO FALSO,2023,3,1
N,DF,FURTO QUALIFICADO,2023,2,3
N,MT,ESTUPRO DE VULNERAVEL,2023,3,1
N,CE,DIRIGIR VEICULO SEM CNH,2023,3,1
S,PI,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2023,2,1
S,MG,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR,2001,11,1
N,GO,CODIGO PENAL INJURIA REAL,2023,3,1
N,RS,LESAO CORPORAL CULPOSA,2023,2,2
S,SC,VIAS DE FATO,2023,2,1
N,RS,RESISTENCIA,2023,3,1
N,PA,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2022,3,1
N,,FAVORECIMENTO DA PROSTITUICAO OU OUTRA FORMA DE EXPLORACAO SEXUAL DE VULNERAVEL,2023,3,1
N,AL,"OFERECER DROGA, EVENTUALMENTE E SEM OBJETIVO DE LUCRO, A PESSOA DE SEU RELACIONAMENTO, PARA JUNTOS A",2023,3,1
N,PR,SUBMETER ALGUEM SOB SUA GUARDA A TORTURA,2022,11,1
N,SC,RUFIANISMO,2023,3,1
N,SC,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",2023,3,2
S,,ESTELIONATO,2023,2,1
S,MA,DROGAS PARA O CONSUMO PESSOAL,2023,2,3
N,PE,VENDER/EXPOR BEM DESACORDO NORMA,,,1
N,CE,FALSIFICACAO DE DOCUMENTO PUBLICO,2023,3,1
N,AC,DISPARO DE ARMA DE FOGO,2023,2,1
N,SP,MOEDA FALSA RESTITUIR A CIRCULACAO,2023,2,1
N,CE,CALUNIA,2023,3,1
N,RS,EMBRIAGUEZ,2023,3,1
N,,FEMINICIDIO,2003,2,1
N,PE,CODIGO PENAL INJURIA REAL,2023,3,3
N,PE,INJURIA REFERENTE A RACA/COR/ETNIA/RELIGIAO/ORIGEM,,,1
S,PR,DESOBEDIENCIA,2023,2,1
S,PR,DESACATO,2023,2,1
N,PR,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2021,3,1
S,AL,ROUBO,2023,3,1
N,BA,PERTURBACAO DO TRABALHO OU SOSSEGO ALHEIO,2023,2,1
S,RN,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2023,3,1
N,RS,,2022,4,1
N,SP,LESAO CORPORAL DE NATUREZA GRAVE,2020,7,1
S,,ESTELIONATO,2023,3,1
N,SP,LESAO CORPORAL,2018,7,1
S,ES,CORROMPER OU FACILITAR A CORRUPCAO DE MENOR DE 18 DEZOITO ANOS,2023,3,1
N,DF,"CP, ART 214: ATENTADO VIOLENTO AO PUDOR  (REVOGADO PELA LEI Nº 12.015, DE 2009), PENA - RECLUSÃO DE DOIS A SETE ANOS.  (REVOGADO PELA LEI Nº 12.015, DE 2009), RECLUSÃO: 20 ANOS, C/C ART. 224, A, CP",2023,1,1
S,SC,DESOBEDIENCIA,2023,3,1
S,SC,"CP, ART 329: RESISTÊNCIA",2023,3,1
N,RS,ALTERACAO DE LIMITES,2023,3,1
N,MG,HOMICIDIO QUALIFICADO,2021,4,1
N,SE,ROUBO AGRAVADO,2018,2,1
S,CE,PRODUCAO S/ AUTORIZACAO DE MUNICAO/EXPLOSIVO,2023,2,1
N,MA,CONSTRANGIMENTO ILEGAL,2023,3,1
N,SP,APROPRIACAO INDEBITA,2023,3,1
N,PE,ALICIAMENTO PARA O FIM DE EMIGRACAO,2023,2,1
N,MA,ASSOCIAÇAO CRIMINOSA,2022,12,2
N,BA,EXTORSAO MEDIANTE SEQUESTRO,2023,3,2
S,SC,DESCUMPRIMENTO DE MEDIDAS PROTETIVAS DE URGÊNCIA,2023,2,1
S,MA,CODIGO PENAL INJURIA REAL,2023,2,1
S,CE,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2023,3,1
N,SP,ESTUPRO OU ATENTADO VIOLENTO AO PUDOR RESULTA LESAO CORPORAL GRAVE OU SE VITIMA MENOR COM MAIS DE 14,,,2
N,GO,ADULTERACAO DE SUBSTANCIA / PRODUTO ALIMENTICIO,2023,3,1
N,MG,TRAFICO SUBSTANCIA ENTORPECENTE,2023,3,2
N,SP,"ASSOCIAREM-SE PARA A PRATICA DOS ARTS. 33, CAPUT E 1°,  34 E 36 DESTA LEI",2020,6,1
S,RJ,FURTO SIMPLES,2023,2,1
N,MG,AMEACA,2022,3,1
N,SC,OBRAS/SERVICOS POLUIDORES SEM LICENCA,2023,3,1
N,MS,"MAQUINARIO, APARELHO, PRODUCAO DE DROGAS",2023,3,2
N,ES,DANO,2023,3,1
N,AM,INJURIA,2023,3,1
N,RS,ESTUPRO DE VULNERAVEL,2012,12,1
N,,ABANDONO/USO EM DESACORDO DE SUBSTANCIA TOXICA,2023,3,2
N,GO,COMUNICACAO FALSA DE CRIME OU CONTRAVENCAO,2023,2,1
N,SP,ROUBO,2018,6,1
N,MA,"PROMOVER, CONSTITUIR, FINANCIAR OU INTEGRAR, PESSOALMENTE OU POR INTERPOSTA PESSOA, ORGANIZAÇAO CRIMINOSA",2023,2,1
N,BA,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2022,1,1
S,MA,ASSOCIAÇAO CRIMINOSA,2023,3,2
N,RS,RECEPTACAO QUALIFICADA,2023,3,1
N,MG,LESAO CORPORAL SEGUIDA DE MORTE,,,1
N,,PERTURBACAO DO TRABALHO OU SOSSEGO ALHEIO,2023,2,2
S,PI,DANO QUALIFICADO,2023,2,1
N,,PRISAO ILEGAL DE CRIANCA OU ADOLESCENTE,2023,2,1
N,RO,"INDUZIR, INSTIGAR OU AUXILIAR ALGUÉM AO USO INDEVIDO DE DROGAS",2023,3,1
S,SP,DANO QUALIFICADO,2023,2,1
S,MG,AFASTAR-SE DO LOCAL DO ACIDENTE PARA FUGIR DA RESPONSABILIDADE PENAL OU CIVIL,,,1
N,ES,PRATICAR LESAO CORPORAL CULPOSA NA DIRECAO DE VEICULO AUTOMOTOR,2023,2,1
N,SE,HOMICIDIO SIMPLES,2021,5,1
N,DF,ABORTO PROVOCADO PELA GESTANTE OU COM SEU CONSENTIMENTO,2022,12,1
N,SP,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2013,2,1
N,RJ,RECEPTACAO,2023,2,1
S,RS,ALIENACAO OU ONERACAO FRAUDULENTA DE COISA PROPRIA,,,1
N,GO,PERMITIR QUE PESSOA SEM CONDICOES DE FAZE-LO OU NAO HABILITADA CONDUZA VEICULO,2023,2,1
S,PE,CRIME MILITAR - FURTO QUALIFICADO,2023,3,1
N,SC,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2014,10,1
N,GO,HOMICIDIO SIMPLES,1989,1,1
N,SC,AMEACA,1984,8,1
N,MG,ABANDONO DE FUNCAO,2023,3,1
N,PE,ROUBO,2012,12,1
N,SC,ROUBO COM RESULTADO DE LESAO CORPORAL GRAVE,2019,6,1
N,PR,OMISSAO DE SOCORRO,,,1
S,,"COLABORAR, COMO INFORMANTE DOS CRIMES PREVISTOS NOS ARTS. 33, CAPUT E  1°, E 34 DESTA LEI",2023,2,1
N,MG,CRIME MILITAR - LESAO LEVE,2023,2,1
N,SP,"PORTE, POSSE ARMA DE FOGO C/ SINAL ADULTERADO, SUPRIMIDO",2022,3,1
N,PR,,2015,8,44
N,AP,,,,409
N,PR,,2015,1,5
N,PR,,1997,10,3
S,DF,,2016,1,1
N,DF,,2016,6,517
N,RS,,2016,6,123
N,PR,,1996,9,3
N,MA,,2015,9,71
S,PR,,2016,3,20
S,RO,,2016,3,17
N,MA,,1989,5,1
N,RR,,2016,3,2
S,RR,,2016,3,1
S,,,2015,10,2
N,PR,,1987,12,1
N,MA,,2016,11,115
S,AP,,2016,3,10
N,,,2009,12,2
N,RO,,2014,6,6
N,,,2014,10,9
N,MA,,2015,5,65
N,MA,,1996,5,1
N,PA,,2016,2,15
N,SP,,2017,9,3982
N,RO,,2016,6,274
S,PI,,2016,2,1
N,SP,,2016,2,7
N,SC,,,,2695
N,PR,,2011,4,4
N,,,1972,5,1
N,BA,,2015,5,3
S,MG,,,,355
N,PE,,2016,5,10
N,RO,,2018,8,158
N,SP,,1998,1,2
N,BA,,2012,12,1
N,PB,,2015,10,5
N,SC,,1974,4,1
N,MA,,2014,1,2
S,SC,,2016,6,29
N,SP,,2016,6,382
S,SP,,2016,6,11
S,PA,,2016,7,119
N,RS,,2013,4,1
S,PB,,2016,6,14
N,,,2011,5,7
N,RS,,2015,9,12
N,PR,,1990,7,1
N,,,2010,12,3
N,PR,,1988,2,2
N,PR,,1995,9,1
N,TO,,2016,7,23
N,PA,,2015,6,1
N,RO,,2009,5,2
N,RO,,2011,1,2
N,PR,,2008,12,1
N,,,1999,1,11
N,DF,,1988,6,1
N,RO,,2009,6,2
N,,,1997,12,3
N,SP,,2019,6,4247
N,PR,,2001,11,2
N,AL,,2016,7,1
N,AL,,2016,5,1
N,,,2005,12,5
N,SP,,1989,11,3
N,AP,,2016,8,64
S,TO,,2016,8,3
N,,,1991,5,2
N,,,2016,9,2217
N,BA,,2016,9,178
S,PA,,2016,9,77
N,PB,,2004,11,1
N,SP,,1979,9,1
S,PR,,2016,9,35
N,,,2014,9,3
N,SE,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2016,9,1
S,SE,,2016,9,5
N,,,2006,4,1
N,PA,ROUBO,2019,12,33
N,RO,,2015,5,4
N,PB,,2018,5,260
N,,,2018,5,4252
N,RO,,2009,3,2
N,,,2011,10,7
N,PR,,2004,11,1
N,PB,,2013,2,5
N,SP,,1997,4,2
N,SP,,1990,10,2
N,SC,,2016,10,294
N,SP,,2016,10,1056
N,PE,,2016,10,170
N,RO,,2016,10,302
S,PR,,2019,6,39
N,,,2010,10,8
N,RO,,2009,10,2
N,RS,,2016,11,151
N,DF,,2016,11,256
N,MG,,2016,11,20
N,MT,,2016,10,7
N,PR,,2003,3,2
N,SP,,2017,10,5048
N,RO,,2010,1,4
N,RO,,2005,7,1
N,PB,,2008,8,1
N,RO,,2013,8,2
N,SP,,2017,1,1660
N,PB,,2014,5,3
N,AC,,2016,12,152
N,MA,,2016,12,146
S,PE,,2016,12,3
N,RO,,2008,7,1
N,PA,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2019,10,131
N,PA,"PORTE ILEGAL DE ARMA DE FOGO, ACESSORIO OU MUNICAO - USO PERMITIDO",2019,10,13
S,,,2002,2,1
N,,MOEDA FALSA,2020,1,46
N,DF,CONDUZIR VEÍCULO AUTOMOTOR COM CAPACIDADE PSICOMOTORA ALTERADA EM RAZAO DA INFLUÊNCIA DE ÁLCOOL OU DE OUTRA SUBSTÂNCIA PSICOATIVA QUE DETERMINE DEPENDÊNCIA,2022,1,1
N,GO,,2017,1,436
N,BA,,2017,1,192
S,PA,,2017,1,86
N,PB,,2016,1,10
N,TO,,2017,1,22
N,MA,,2017,1,107
N,DF,,1982,5,1
S,BA,,2017,1,61
S,MG,,2017,1,11
S,SC,,2017,1,16
N,PR,,2014,1,8
N,DF,,2017,9,80
S,PE,,2017,1,5
N,PR,,2005,12,3
N,,,2012,6,4
N,RO,,2006,4,4
N,,,2009,5,4
N,PR,,2017,2,975
S,,,2017,2,96
N,DF,,2016,2,4
N,,,1987,12,4
N,PR,,2003,9,2
N,GO,,2017,9,579
N,RO,,2009,1,1
N,PR,,2008,11,2
N,MT,,2017,2,28
N,MT,,2018,2,153
N,,,1990,5,3
N,GO,,2017,3,548
N,,,2001,2,1
N,,,1997,5,4
N,PR,,2014,5,3
N,RO,,2012,1,3
N,,,1992,8,2
N,PA,,1992,3,1
N,TO,,2017,3,15
N,SP,,1967,11,1
N,RO,,2005,8,1
N,GO,,1997,2,1
N,SC,,1998,8,1
N,PR,,2011,8,2
S,GO,,2017,4,96
N,AL,,2017,4,31
N,,,1991,1,1
N,PB,,2015,12,3
S,SP,,2018,11,188
N,SP,,2014,4,5
N,SE,,2018,10,143
N,MA,,2003,1,2
N,PI,,2017,5,165
N,MT,,2017,5,302
N,,,1985,10,2
N,,,2008,6,5
N,SP,,1997,6,3
N,BA,,2014,5,1
N,,,2011,2,1
N,RS,,2017,6,148
S,BA,,2017,6,74
N,SP,,1936,6,1
N,,,1990,10,2
N,PR,,2011,10,3
N,MA,,2017,7,198
N,SP,,1995,8,3
S,PI,,2017,7,17
N,SE,,2017,7,121
N,PA,,2014,9,2
N,CE,,2011,9,2
N,MG,,2017,7,45
N,PB,,2012,11,2
N,PR,,1976,11,1
N,CE,,2014,2,2
N,,,1983,9,2
N,CE,,2008,5,1
N,AC,,2014,12,1
N,PR,,2005,1,1
S,GO,,2017,8,103
S,PE,,2017,8,5
S,BA,,2017,8,42
S,MA,,2017,8,10
N,AP,,2017,8,103
S,PB,,2017,8,6
N,CE,,2015,10,5
N,CE,,2010,8,1
N,PB,,2010,10,1
N,AC,,2015,6,1
S,RS,,2017,8,4
N,,,2006,1,3
N,,,1998,5,5
N,SC,,1992,11,1
N,PR,,2009,3,1
N,SP,,2012,11,3
N,RO,,2017,9,156
N,AC,,2017,9,109
N,RS,,2017,9,130
N,MT,,2015,10,2
S,AL,,2017,9,5
S,PR,,2017,9,42
N,MA,,1997,2,1
S,SP,,1989,3,1
N,PR,,2011,11,1
N,,,2011,3,2
S,GO,,2017,10,74
N,SP,,1995,7,2
N,PI,,2017,10,95
N,SE,,2017,10,219
S,AC,,2017,10,11
N,BA,,2017,10,324
S,PR,,2017,10,39
N,AP,,2017,10,83
S,MA,,2017,10,26
N,RS,,2012,4,2
S,AL,,2017,10,7
N,,,2004,12,2
N,PR,,1995,2,2
N,SP,,1996,3,3
S,PA,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2017,10,1
N,MG,,1986,4,1
N,PA,,2012,10,1
N,SP,,1983,8,2
N,PR,,1977,12,2
N,SE,FURTO QUALIFICADO,2017,10,1
N,PR,,2001,6,1
N,RO,,2017,11,174
N,,,2000,10,5
S,RO,,2017,11,5
N,SE,AMEACA,2017,11,1
N,SP,,2010,6,2
N,BA,,2018,5,226
N,DF,,2014,7,1
N,,,1996,2,2
N,CE,,2007,8,2
S,SE,,2017,11,7
S,SP,,2019,1,150
N,RO,,2019,1,134
N,PA,,2019,1,606
S,SP,,2017,12,270
N,BA,,2017,12,361
N,GO,,2017,12,408
N,RS,,2017,12,237
N,,,2007,12,10
N,MT,,2017,12,102
N,,,1988,11,1
N,RO,,2017,12,164
N,PA,,2011,9,1
N,,,1996,9,1
N,RS,,2019,3,1229
N,,,2009,4,2
S,MG,,2017,12,8
S,MT,,2017,12,9
N,,FURTO SIMPLES,2017,12,1
N,,,1987,4,2
N,CE,,2006,10,2
N,,,1995,4,4
N,RS,,2018,1,191
N,,,1976,7,1
S,PE,,2018,1,13
S,PR,,2018,1,54
N,RO,,2018,1,189
N,CE,,2010,12,1
N,CE,,1996,3,2
N,RO,,2008,3,1
N,,FURTO QUALIFICADO,2018,1,3
N,SP,,1989,4,3
S,PB,,2018,1,8
N,,ROUBO AGRAVADO,2018,1,4
N,PB,,2012,3,2
N,,,2004,7,3
N,GO,,2019,7,409
N,,,1960,6,1
S,PA,,2018,2,61
N,MG,,2018,2,261
N,DF,,2018,2,23
N,CE,ROUBO AGRAVADO,2019,10,66
N,SP,LESAO CORPORAL - VIOLENCIA DOMESTICA E FAMILIAR,2019,9,205
N,,,2009,8,2
N,PI,,1996,8,3
N,MT,,2019,5,237
S,TO,,2018,2,5
N,SP,,1958,9,1
S,RS,,2018,2,5
N,PR,,1993,5,1
S,CE,,2018,3,37
N,RS,,2018,3,162
N,DF,,2018,3,10
N,PA,,1969,1,1
N,,,1984,12,1
N,SP,,1983,3,2
N,SC,,2018,4,166
N,SP,,2015,4,2
S,,,1996,4,1
N,MT,,2015,8,1
S,MT,,2018,4,7
N,RS,,2003,3,1
N,SP,,1997,10,3
N,MA,,2018,6,196
N,PR,,2019,1,1015
N,CE,,2016,6,2
N,SP,,1989,12,1
S,TO,,2018,4,1
N,,,2000,2,1
N,MG,,1984,1,1
S,SP,,2018,5,141
S,BA,,2018,5,54
S,PA,,2018,5,71
N,SE,,2018,5,186
N,AP,,2018,5,72
N,PR,,1996,12,3
S,SC,,2018,5,7
N,,,2018,7,3428
N,MA,,1975,9,1
N,,,1976,3,2
N,AL,,2018,6,49
N,PI,,2018,6,179
S,PI,,2018,6,8
N,AP,,2018,6,73
N,PR,,2010,3,2
S,RO,,2018,6,7
S,PE,,2018,6,1
N,PA,,2010,6,1
N,PB,,2002,1,1
N,MA,,1984,1,1
N,PA,,2018,7,731
N,GO,,2006,6,1
N,GO,,2012,2,1
N,TO,,2018,7,33
S,GO,,2018,7,37
S,MA,,2015,9,1
N,CE,,2016,10,5
S,,,1993,1,1
N,AC,"PROMOVER, CONSTITUIR, FINANCIAR OU INTEGRAR, PESSOALMENTE OU POR INTERPOSTA PESSOA, ORGANIZAÇAO CRIMINOSA",2018,7,1
N,CE,,2015,2,2
S,SP,ROUBO,2023,1,31
S,MA,,2018,7,4
N,MG,,2018,8,263
N,RS,TRAFICO SUBSTANCIA ENTORPECENTE,2019,9,18
N,PR,DROGAS PARA O CONSUMO PESSOAL,2019,9,7
S,MA,,2018,8,23
N,,,2008,8,1
N,SC,,2015,8,1
N,SE,ROUBO AGRAVADO,2018,8,2
S,PE,,2018,8,2
N,,,2018,11,3304
N,CE,,2009,2,1
N,PR,,1977,6,1
S,MA,,2018,9,6
N,PR,,2018,10,889
N,SP,,1996,11,3
N,RO,,2005,1,2
S,SC,,2018,9,7
S,GO,,2018,9,36
S,MT,,2014,6,1
S,PI,,2018,9,6
S,,ROUBO AGRAVADO,2018,9,2
N,,ESTELIONATO,2018,9,3
N,SP,,1997,3,1
S,MT,,2018,10,15
N,,,1971,7,1
N,GO,,2015,3,1
N,PA,,2009,7,3
N,BA,,2018,11,301
S,BA,,2018,11,44
N,RO,,2018,11,215
N,AC,,2018,11,113
N,BA,,2014,10,1
N,AL,,2018,11,64
N,CE,,1987,6,1
S,MA,,2018,11,14
N,MA,,2014,7,1
N,,RECUSAR RETARDAR OU OMITIR DADOS TÉCNICOS INDISPENSÁVEIS À PROPOSITURA DA AÇAO CIVIL QUANDO REQUISITADOS PELO MINISTÉRIO PÚBLICO,2018,7,1
N,TO,,2018,11,45
N,GO,,2013,11,2
N,PB,,2015,2,2
N,RS,,2014,4,3
N,MA,,2011,11,1
N,AP,,1994,2,1
N,,CRIME MILITAR - FURTO QUALIFICADO,2018,11,1
N,SC,DIRIGIR VEICULO SEM CNH,2018,11,1
N,SP,RECEPTACAO,2019,10,187
N,PI,,2018,12,153
S,SP,,2018,12,149
N,AC,,2018,12,109
N,PR,,2018,12,852
N,BA,,2018,12,243
S,BA,,2018,12,33
N,RS,,2007,12,2
N,RS,,2008,11,4
N,SP,,1978,11,1
N,SC,,2014,11,1
S,PI,,2018,12,16
N,PA,"ADQUIRIR, VENDER, FORNECER E OU PRODUZIR DROGAS",2018,12,1
N,AP,,1977,3,1
N,,,1987,8,1
S,PA,,2019,1,61
N,BA,,2019,1,360
N,SP,,1962,8,1
S,MT,,2019,1,18
N,MT,,1992,3,1
N,GO,,1990,10,1
N,RS,,2013,8,2
N,SP,RESISTENCIA,2019,1,1
N,PE,,2019,2,167
S,MG,,2019,2,24
N,SE,,2019,2,160
N,PI,,2019,2,248
N,BA,,2019,2,402
S,BA,,2019,2,41
N,DF,,2019,2,25
N,RS,,2010,12,2
N,RS,,2013,1,4
